RecipientName,climate_funding,climate finance (including nature),environment_funding,mitigation_funding,adaptation_funding,effective_funding
Democratic Republic of the Congo,7.930054869999999,7.930054869999999,0.0,7.930054869999999,0.0,7.930054869999999
Democratic Republic of the Congo,9.975363699999999,9.975363699999999,0.0,9.975363699999999,0.0,9.975363699999999
Democratic Republic of the Congo,15.989178499999998,15.989178499999998,0.0,15.989178499999998,0.0,15.989178499999998
Democratic Republic of the Congo,50.298680319999995,50.298680319999995,0.0,0.0,50.298680319999995,50.298680319999995
Djibouti,0.0,0.0147527,0.0147527,0.0,0.0,0.0147527
Djibouti,0.0,0.2251088999999998,0.2251088999999998,0.0,0.0,0.2251088999999998
Djibouti,0.13333079999999992,0.13333079999999992,0.0,0.13333079999999992,0.0,0.13333079999999992
Djibouti,0.7859159100000002,0.7859159100000002,0.0,0.0,0.7859159100000002,0.7859159100000002
Djibouti,1.9389554,1.9389554,0.0,1.9389554,0.0,1.9389554
Djibouti,2.9962606000000003,2.9962606000000003,0.0,2.9962606000000003,0.0,2.9962606000000003
Dominica,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,0.0,0.00174567,0.00174567,0.0,0.0,0.00174567
Dominica,0.4188021999999999,0.4188021999999999,0.0,0.4188021999999999,0.0,0.4188021999999999
Dominica,1.27928748,1.27928748,0.0,1.27928748,0.0,1.27928748
Dominica,3.6013648999999996,3.6013648999999996,0.0,0.0,3.6013648999999996,3.6013648999999996
Dominican Republic,0.0,0.02315236,0.02315236,0.0,0.0,0.02315236
Dominican Republic,0.0,0.040502999999999796,0.040502999999999796,0.0,0.0,0.040502999999999796
Dominican Republic,0.0,1.1779025799999996,1.1779025799999996,0.0,0.0,1.1779025799999996
Dominican Republic,0.0,2.3524501199999994,2.3524501199999994,0.0,0.0,2.3524501199999994
Dominican Republic,0.18987836,0.18987836,0.0,0.18987836,0.0,0.18987836
Dominican Republic,0.26112279999999977,0.26112279999999977,0.0,0.26112279999999977,0.0,0.26112279999999977
Dominican Republic,2.7541279999999997,2.7541279999999997,0.0,2.7541279999999997,0.0,2.7541279999999997
Dominican Republic,4.094257000000001,4.094257000000001,0.0,4.094257000000001,0.0,4.094257000000001
Dominican Republic,37.795950000000005,37.795950000000005,0.0,37.795950000000005,0.0,37.795950000000005
Dominican Republic,52.927628780000006,52.927628780000006,0.0,0.0,52.927628780000006,52.927628780000006
Ecuador,0.0,6.822612613,6.822612613,0.0,0.0,6.822612613
Ecuador,0.0,8.763871463,8.763871463,0.0,0.0,8.763871463
Ecuador,0.0,31.547545076999995,31.547545076999995,0.0,0.0,31.547545076999995
Ecuador,0.0,32.542985892000004,32.542985892000004,0.0,0.0,32.542985892000004
Ecuador,0.125037,0.125037,0.0,0.125037,0.0,0.125037
Ecuador,0.235529,0.235529,0.0,0.235529,0.0,0.235529
Ecuador,0.7034082616999997,0.7034082616999997,0.0,0.7034082616999997,0.0,0.7034082616999997
Ecuador,1.0415693999999998,1.0415693999999998,0.0,1.0415693999999998,0.0,1.0415693999999998
Ecuador,9.479041109999999,9.479041109999999,0.0,9.479041109999999,0.0,9.479041109999999
Ecuador,17.60964,17.60964,0.0,17.60964,0.0,17.60964
Ecuador,37.22940989999999,37.22940989999999,0.0,37.22940989999999,0.0,37.22940989999999
Ecuador,96.895781016,96.895781016,0.0,0.0,96.895781016,96.895781016
Egypt,0.0,0.819711232,0.819711232,0.0,0.0,0.819711232
Egypt,0.0,1.71404612,1.71404612,0.0,0.0,1.71404612
Egypt,0.0,30.527962080000002,30.527962080000002,0.0,0.0,30.527962080000002
Egypt,0.0,67.02573583,67.02573583,0.0,0.0,67.02573583
Egypt,0.0700512,0.0700512,0.0,0.0700512,0.0,0.0700512
Egypt,1.8074703999999997,1.8074703999999997,0.0,1.8074703999999997,0.0,1.8074703999999997
Egypt,5.156723292000001,5.156723292000001,0.0,0.0,5.156723292000001,5.156723292000001
Egypt,37.11394007,37.11394007,0.0,37.11394007,0.0,37.11394007
Egypt,53.920877600000004,53.920877600000004,0.0,53.920877600000004,0.0,53.920877600000004
Egypt,134.38036628,134.38036628,0.0,134.38036628,0.0,134.38036628
Egypt,235.7777257,235.7777257,0.0,235.7777257,0.0,235.7777257
Egypt,236.91500337,236.91500337,0.0,236.91500337,0.0,236.91500337
El Salvador,0.0,2.7610890599999998,2.7610890599999998,0.0,0.0,2.7610890599999998
El Salvador,0.0,2.8352661699999997,2.8352661699999997,0.0,0.0,2.8352661699999997
El Salvador,0.0,4.259199054999998,4.259199054999998,0.0,0.0,4.259199054999998
El Salvador,0.0,7.3693007959999965,7.3693007959999965,0.0,0.0,7.3693007959999965
El Salvador,0.30668,0.30668,0.0,0.30668,0.0,0.30668
El Salvador,0.4438361,0.4438361,0.0,0.4438361,0.0,0.4438361
El Salvador,12.15544203,12.15544203,0.0,0.0,12.15544203,12.15544203
El Salvador,17.031881000000002,17.031881000000002,0.0,17.031881000000002,0.0,17.031881000000002
El Salvador,25.169794299999996,25.169794299999996,0.0,25.169794299999996,0.0,25.169794299999996
Equatorial Guinea,0.0,0.041126800000000005,0.041126800000000005,0.0,0.0,0.041126800000000005
Equatorial Guinea,0.0,0.0526,0.0526,0.0,0.0,0.0526
Equatorial Guinea,0.0,0.1,0.1,0.0,0.0,0.1
Equatorial Guinea,0.00717564,0.00717564,0.0,0.00717564,0.0,0.00717564
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0
Eswatini,0.0,0.0254078999999998,0.0254078999999998,0.0,0.0,0.0254078999999998
Eswatini,0.0,0.3141923999999999,0.3141923999999999,0.0,0.0,0.3141923999999999
Eswatini,5.301906,5.301906,0.0,0.0,5.301906,5.301906
Ethiopia,0.0,13.40597151,13.40597151,0.0,0.0,13.40597151
Ethiopia,0.0,29.428400859999996,29.428400859999996,0.0,0.0,29.428400859999996
Ethiopia,0.0,62.388290300000016,62.388290300000016,0.0,0.0,62.388290300000016
Ethiopia,0.0,137.638972511,137.638972511,0.0,0.0,137.638972511
Ethiopia,0.1545981999999999,0.1545981999999999,0.0,0.1545981999999999,0.0,0.1545981999999999
Ethiopia,0.68743418,0.68743418,0.0,0.68743418,0.0,0.68743418
Ethiopia,0.884091,0.884091,0.0,0.884091,0.0,0.884091
Ethiopia,2.8424188900000003,2.8424188900000003,0.0,2.8424188900000003,0.0,2.8424188900000003
Ethiopia,3.17543802,3.17543802,0.0,3.17543802,0.0,3.17543802
Ethiopia,7.467278429999999,7.467278429999999,0.0,7.467278429999999,0.0,7.467278429999999
Ethiopia,40.159259490000004,40.159259490000004,0.0,40.159259490000004,0.0,40.159259490000004
Ethiopia,56.37883682,56.37883682,0.0,56.37883682,0.0,56.37883682
Ethiopia,665.533860882,665.533860882,0.0,0.0,665.533860882,665.533860882
Fiji,0.0,0.05225011,0.05225011,0.0,0.0,0.05225011
Fiji,0.0,0.4420286899999999,0.4420286899999999,0.0,0.0,0.4420286899999999
Fiji,0.0,0.87418,0.87418,0.0,0.0,0.87418
Fiji,0.0,1.6962841,1.6962841,0.0,0.0,1.6962841
Fiji,0.01909445,0.01909445,0.0,0.01909445,0.0,0.01909445
Fiji,0.037718,0.037718,0.0,0.037718,0.0,0.037718
Fiji,0.2184161,0.2184161,0.0,0.2184161,0.0,0.2184161
Fiji,0.7588011999999997,0.7588011999999997,0.0,0.7588011999999997,0.0,0.7588011999999997
Fiji,1.63139169,1.63139169,0.0,1.63139169,0.0,1.63139169
Fiji,19.239846710000002,19.239846710000002,0.0,0.0,19.239846710000002,19.239846710000002
Gabon,0.0,0.10090454,0.10090454,0.0,0.0,0.10090454
Gabon,0.0,0.3920841699999999,0.3920841699999999,0.0,0.0,0.3920841699999999
Gabon,0.0,3.5929369999999996,3.5929369999999996,0.0,0.0,3.5929369999999996
Gabon,0.0,4.192083,4.192083,0.0,0.0,4.192083
Gabon,0.0177032999999999,0.0177032999999999,0.0,0.0177032999999999,0.0,0.0177032999999999
Gabon,0.7158675999999997,0.7158675999999997,0.0,0.7158675999999997,0.0,0.7158675999999997
Gabon,1.3819910000000002,1.3819910000000002,0.0,0.0,1.3819910000000002,1.3819910000000002
Gambia,0.0,0.0502761999999999,0.0502761999999999,0.0,0.0,0.0502761999999999
Gambia,0.0,0.093086,0.093086,0.0,0.0,0.093086
Gambia,0.0,0.168305,0.168305,0.0,0.0,0.168305
Gambia,0.006465,0.006465,0.0,0.0,0.006465,0.006465
Gambia,0.0257288,0.0257288,0.0,0.0257288,0.0,0.0257288
Gambia,0.166638,0.166638,0.0,0.166638,0.0,0.166638
Georgia,0.0,0.99196616,0.99196616,0.0,0.0,0.99196616
Georgia,0.0,2.2929738399999997,2.2929738399999997,0.0,0.0,2.2929738399999997
Georgia,0.0,7.414577154499999,7.414577154499999,0.0,0.0,7.414577154499999
Georgia,0.0,20.293072329999998,20.293072329999998,0.0,0.0,20.293072329999998
Georgia,0.00202429,0.00202429,0.0,0.00202429,0.0,0.00202429
Georgia,0.02232226,0.02232226,0.0,0.02232226,0.0,0.02232226
Georgia,0.1475688,0.1475688,0.0,0.1475688,0.0,0.1475688
Georgia,0.5578915999999998,0.5578915999999998,0.0,0.5578915999999998,0.0,0.5578915999999998
Georgia,2.2575324,2.2575324,0.0,2.2575324,0.0,2.2575324
Georgia,7.96976775,7.96976775,0.0,7.96976775,0.0,7.96976775
Georgia,11.49005201,11.49005201,0.0,0.0,11.49005201,11.49005201
Georgia,37.39516629,37.39516629,0.0,37.39516629,0.0,37.39516629
Georgia,104.15909727,104.15909727,0.0,104.15909727,0.0,104.15909727
Ghana,0.0,2.30030319,2.30030319,0.0,0.0,2.30030319
Ghana,0.0,2.40970374,2.40970374,0.0,0.0,2.40970374
Ghana,0.0,18.417102161,18.417102161,0.0,0.0,18.417102161
Ghana,0.0,39.216958291999994,39.216958291999994,0.0,0.0,39.216958291999994
Ghana,0.309464,0.309464,0.0,0.309464,0.0,0.309464
Ghana,1.2569342,1.2569342,0.0,1.2569342,0.0,1.2569342
Ghana,4.37561128,4.37561128,0.0,4.37561128,0.0,4.37561128
Ghana,7.665415574000001,7.665415574000001,0.0,7.665415574000001,0.0,7.665415574000001
Ghana,11.33039313,11.33039313,0.0,11.33039313,0.0,11.33039313
Ghana,31.103869259000007,31.103869259000007,0.0,0.0,31.103869259000007,31.103869259000007
Ghana,36.543693139999995,36.543693139999995,0.0,36.543693139999995,0.0,36.543693139999995
Grenada,0.0,0.00697242,0.00697242,0.0,0.0,0.00697242
Grenada,0.0,0.518542,0.518542,0.0,0.0,0.518542
Grenada,0.209267,0.209267,0.0,0.209267,0.0,0.209267
Grenada,0.41851779999999983,0.41851779999999983,0.0,0.41851779999999983,0.0,0.41851779999999983
Grenada,0.502476,0.502476,0.0,0.502476,0.0,0.502476
Grenada,1.022012,1.022012,0.0,1.022012,0.0,1.022012
Grenada,3.4897420500000003,3.4897420500000003,0.0,0.0,3.4897420500000003,3.4897420500000003
Guatemala,0.0,4.8591995,4.8591995,0.0,0.0,4.8591995
Guatemala,0.0,8.762214329999999,8.762214329999999,0.0,0.0,8.762214329999999
Guatemala,0.0,11.005960015000001,11.005960015000001,0.0,0.0,11.005960015000001
Guatemala,0.0,20.227212357,20.227212357,0.0,0.0,20.227212357
Guatemala,0.0740905,0.0740905,0.0,0.0740905,0.0,0.0740905
Guatemala,0.1884985279999999,0.1884985279999999,0.0,0.1884985279999999,0.0,0.1884985279999999
Guatemala,0.27024388,0.27024388,0.0,0.27024388,0.0,0.27024388
Guatemala,0.2974199999999999,0.2974199999999999,0.0,0.2974199999999999,0.0,0.2974199999999999
Guatemala,0.6845931199999999,0.6845931199999999,0.0,0.6845931199999999,0.0,0.6845931199999999
Guatemala,9.945152,9.945152,0.0,9.945152,0.0,9.945152
Guatemala,18.7438,18.7438,0.0,18.7438,0.0,18.7438
Guatemala,55.130357079999996,55.130357079999996,0.0,0.0,55.130357079999996,55.130357079999996
Guinea,0.0,0.16309256999999971,0.16309256999999971,0.0,0.0,0.16309256999999971
Guinea,0.0,1.0998140699999999,1.0998140699999999,0.0,0.0,1.0998140699999999
Guinea,0.0,1.2738599999999995,1.2738599999999995,0.0,0.0,1.2738599999999995
Guinea,0.0,7.449906,7.449906,0.0,0.0,7.449906
Guinea,0.00223017,0.00223017,0.0,0.00223017,0.0,0.00223017
Guinea,0.005148,0.005148,0.0,0.005148,0.0,0.005148
Guinea,0.05291409999999999,0.05291409999999999,0.0,0.05291409999999999,0.0,0.05291409999999999
Guinea,0.12890629999999992,0.12890629999999992,0.0,0.12890629999999992,0.0,0.12890629999999992
Guinea,0.1578261199999999,0.1578261199999999,0.0,0.1578261199999999,0.0,0.1578261199999999
Guinea,0.205176,0.205176,0.0,0.205176,0.0,0.205176
Guinea,1.014217,1.014217,0.0,1.014217,0.0,1.014217
Guinea,4.994487725,4.994487725,0.0,0.0,4.994487725,4.994487725
Guinea-Bissau,0.0,0.2855055999999999,0.2855055999999999,0.0,0.0,0.2855055999999999
Guinea-Bissau,0.0,0.44114419000000005,0.44114419000000005,0.0,0.0,0.44114419000000005
Guinea-Bissau,0.0,0.45397648300000004,0.45397648300000004,0.0,0.0,0.45397648300000004
Guinea-Bissau,0.0,1.50758332,1.50758332,0.0,0.0,1.50758332
Guinea-Bissau,0.38704,0.38704,0.0,0.38704,0.0,0.38704
Guinea-Bissau,0.9819105999999999,0.9819105999999999,0.0,0.0,0.9819105999999999,0.9819105999999999
Guinea-Bissau,1.34333,1.34333,0.0,1.34333,0.0,1.34333
Guyana,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,0.0,0.0006716669999999,0.0006716669999999,0.0,0.0,0.0006716669999999
Guyana,0.0,0.34769439999999996,0.34769439999999996,0.0,0.0,0.34769439999999996
Guyana,0.0,3.7971359999999996,3.7971359999999996,0.0,0.0,3.7971359999999996
Guyana,0.0,9.2785744,9.2785744,0.0,0.0,9.2785744
Guyana,0.0785966999999999,0.0785966999999999,0.0,0.0785966999999999,0.0,0.0785966999999999
Guyana,0.1931782,0.1931782,0.0,0.1931782,0.0,0.1931782
Guyana,2.8874589999999998,2.8874589999999998,0.0,2.8874589999999998,0.0,2.8874589999999998
Guyana,46.5081081,46.5081081,0.0,46.5081081,0.0,46.5081081
Haiti,0.0,1.5902323839999997,1.5902323839999997,0.0,0.0,1.5902323839999997
Haiti,0.0,4.0909865299999995,4.0909865299999995,0.0,0.0,4.0909865299999995
Haiti,0.0,6.643680519999999,6.643680519999999,0.0,0.0,6.643680519999999
Haiti,0.0,30.22542837,30.22542837,0.0,0.0,30.22542837
Haiti,0.525656,0.525656,0.0,0.525656,0.0,0.525656
Haiti,0.6432278999999999,0.6432278999999999,0.0,0.6432278999999999,0.0,0.6432278999999999
Haiti,1.4986850999999999,1.4986850999999999,0.0,1.4986850999999999,0.0,1.4986850999999999
Haiti,1.50645624,1.50645624,0.0,1.50645624,0.0,1.50645624
Haiti,10.508805070000001,10.508805070000001,0.0,10.508805070000001,0.0,10.508805070000001
Haiti,11.492852000000001,11.492852000000001,0.0,11.492852000000001,0.0,11.492852000000001
Haiti,70.8949252498,70.8949252498,0.0,0.0,70.8949252498,70.8949252498
Honduras,0.0,1.29730757,1.29730757,0.0,0.0,1.29730757
Honduras,0.0,3.722454,3.722454,0.0,0.0,3.722454
Honduras,0.0,9.710789875,9.710789875,0.0,0.0,9.710789875
Honduras,0.0,57.363304845000016,57.363304845000016,0.0,0.0,57.363304845000016
Honduras,0.0154816,0.0154816,0.0,0.0154816,0.0,0.0154816
Honduras,0.097073,0.097073,0.0,0.097073,0.0,0.097073
Honduras,0.773915,0.773915,0.0,0.773915,0.0,0.773915
Honduras,2.643152,2.643152,0.0,2.643152,0.0,2.643152
Honduras,38.477969200000004,38.477969200000004,0.0,38.477969200000004,0.0,38.477969200000004
Honduras,38.525124508,38.525124508,0.0,38.525124508,0.0,38.525124508
Honduras,63.118224510000005,63.118224510000005,0.0,0.0,63.118224510000005,63.118224510000005
India,0.0,131.7534023667,131.7534023667,0.0,0.0,131.7534023667
India,0.0,199.17165411,199.17165411,0.0,0.0,199.17165411
India,0.0,324.1933626559999,324.1933626559999,0.0,0.0,324.1933626559999
India,0.0,1699.4697148551002,1699.4697148551002,0.0,0.0,1699.4697148551002
India,6.419734575999999,6.419734575999999,0.0,6.419734575999999,0.0,6.419734575999999
India,13.21078911,13.21078911,0.0,13.21078911,0.0,13.21078911
India,47.1148073,47.1148073,0.0,47.1148073,0.0,47.1148073
India,95.453265632,95.453265632,0.0,95.453265632,0.0,95.453265632
India,97.73747553100002,97.73747553100002,0.0,0.0,97.73747553100002,97.73747553100002
India,232.88502464999996,232.88502464999996,0.0,232.88502464999996,0.0,232.88502464999996
India,266.25142831700003,266.25142831700003,0.0,266.25142831700003,0.0,266.25142831700003
India,1402.33887401,1402.33887401,0.0,1402.33887401,0.0,1402.33887401
Indonesia,0.0,43.67889669,43.67889669,0.0,0.0,43.67889669
Indonesia,0.0,88.86504253400001,88.86504253400001,0.0,0.0,88.86504253400001
Indonesia,0.0,153.060364482,153.060364482,0.0,0.0,153.060364482
Indonesia,0.0,153.15138460799997,153.15138460799997,0.0,0.0,153.15138460799997
Indonesia,0.2463411,0.2463411,0.0,0.2463411,0.0,0.2463411
Indonesia,3.19392045,3.19392045,0.0,3.19392045,0.0,3.19392045
Indonesia,4.335571399999999,4.335571399999999,0.0,4.335571399999999,0.0,4.335571399999999
Indonesia,5.5089597999999995,5.5089597999999995,0.0,5.5089597999999995,0.0,5.5089597999999995
Indonesia,48.0037,48.0037,0.0,48.0037,0.0,48.0037
Indonesia,81.09685949000001,81.09685949000001,0.0,0.0,81.09685949000001,81.09685949000001
Indonesia,128.11900841,128.11900841,0.0,128.11900841,0.0,128.11900841
Indonesia,150.760595,150.760595,0.0,150.760595,0.0,150.760595
Indonesia,203.39540497000002,203.39540497000002,0.0,203.39540497000002,0.0,203.39540497000002
Indonesia,489.8412003100001,489.8412003100001,0.0,489.8412003100001,0.0,489.8412003100001
Iran,0.0,0.0,0.0,0.0,0.0,0.0
Iran,0.0,0.35248838,0.35248838,0.0,0.0,0.35248838
Iran,0.0,0.36554146199999993,0.36554146199999993,0.0,0.0,0.36554146199999993
Iran,0.0,0.9122100000000001,0.9122100000000001,0.0,0.0,0.9122100000000001
Iran,0.0,7.562914832,7.562914832,0.0,0.0,7.562914832
Iran,0.00512264,0.00512264,0.0,0.00512264,0.0,0.00512264
Iran,0.0443994,0.0443994,0.0,0.0443994,0.0,0.0443994
Iran,0.0706493999999999,0.0706493999999999,0.0,0.0706493999999999,0.0,0.0706493999999999
Iran,0.107616,0.107616,0.0,0.107616,0.0,0.107616
Iran,1.6514248999999999,1.6514248999999999,0.0,1.6514248999999999,0.0,1.6514248999999999
Iran,2.5156077,2.5156077,0.0,2.5156077,0.0,2.5156077
Iran,2.86675908,2.86675908,0.0,0.0,2.86675908,2.86675908
Iraq,0.0,0.062174003,0.062174003,0.0,0.0,0.062174003
Iraq,0.0,0.3467043,0.3467043,0.0,0.0,0.3467043
Iraq,0.0,0.68260917,0.68260917,0.0,0.0,0.68260917
Iraq,0.0,3.88133417,3.88133417,0.0,0.0,3.88133417
Iraq,0.0683686,0.0683686,0.0,0.0683686,0.0,0.0683686
Iraq,0.482357,0.482357,0.0,0.482357,0.0,0.482357
Iraq,0.6358914,0.6358914,0.0,0.6358914,0.0,0.6358914
Iraq,27.298925999999994,27.298925999999994,0.0,0.0,27.298925999999994,27.298925999999994
Iraq,92.02596,92.02596,0.0,92.02596,0.0,92.02596
Iraq,430.81648,430.81648,0.0,430.81648,0.0,430.81648
Jamaica,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,0.0,0.0388,0.0388,0.0,0.0,0.0388
Jamaica,0.0,0.24342999999999998,0.24342999999999998,0.0,0.0,0.24342999999999998
Jamaica,0.0,0.4844219999999999,0.4844219999999999,0.0,0.0,0.4844219999999999
Jamaica,0.0,0.485001,0.485001,0.0,0.0,0.485001
Jamaica,0.3042419,0.3042419,0.0,0.3042419,0.0,0.3042419
Jamaica,0.8944979999999999,0.8944979999999999,0.0,0.8944979999999999,0.0,0.8944979999999999
Jamaica,1.3640749999999997,1.3640749999999997,0.0,1.3640749999999997,0.0,1.3640749999999997
Jamaica,7.85232096,7.85232096,0.0,7.85232096,0.0,7.85232096
Jamaica,12.6186768,12.6186768,0.0,0.0,12.6186768,12.6186768
Jamaica,47.7004,47.7004,0.0,47.7004,0.0,47.7004
Jordan,0.0,11.675251620000001,11.675251620000001,0.0,0.0,11.675251620000001
Jordan,0.0,23.98632017,23.98632017,0.0,0.0,23.98632017
Jordan,0.0,50.61078243099999,50.61078243099999,0.0,0.0,50.61078243099999
Jordan,0.0,73.66059926999999,73.66059926999999,0.0,0.0,73.66059926999999
Jordan,0.0272811,0.0272811,0.0,0.0272811,0.0,0.0272811
Jordan,0.988184,0.988184,0.0,0.988184,0.0,0.988184
Jordan,12.61357992,12.61357992,0.0,12.61357992,0.0,12.61357992
Jordan,47.27537815,47.27537815,0.0,47.27537815,0.0,47.27537815
Jordan,51.9688338,51.9688338,0.0,51.9688338,0.0,51.9688338
Jordan,159.04527983,159.04527983,0.0,159.04527983,0.0,159.04527983
Jordan,190.39141112800002,190.39141112800002,0.0,0.0,190.39141112800002,190.39141112800002
Kazakhstan,0.0,0.85947598,0.85947598,0.0,0.0,0.85947598
Kazakhstan,0.0,1.0443557199999998,1.0443557199999998,0.0,0.0,1.0443557199999998
Kazakhstan,0.0,1.2810095599999998,1.2810095599999998,0.0,0.0,1.2810095599999998
Kazakhstan,0.0,2.9001321399999997,2.9001321399999997,0.0,0.0,2.9001321399999997
Kazakhstan,0.0612486999999999,0.0612486999999999,0.0,0.0612486999999999,0.0,0.0612486999999999
Kazakhstan,0.12533864799999989,0.12533864799999989,0.0,0.12533864799999989,0.0,0.12533864799999989
Kazakhstan,1.5724813,1.5724813,0.0,1.5724813,0.0,1.5724813
Kazakhstan,3.0954075299999992,3.0954075299999992,0.0,0.0,3.0954075299999992,3.0954075299999992
Kazakhstan,3.8958863000000004,3.8958863000000004,0.0,3.8958863000000004,0.0,3.8958863000000004
Kazakhstan,4.091143,4.091143,0.0,4.091143,0.0,4.091143
Kenya,0.0,7.066549789999999,7.066549789999999,0.0,0.0,7.066549789999999
Kenya,0.0,20.209281684,20.209281684,0.0,0.0,20.209281684
Kenya,0.0,40.052681629999995,40.052681629999995,0.0,0.0,40.052681629999995
Kenya,0.0,68.03843312,68.03843312,0.0,0.0,68.03843312
Kenya,2.9293591799999996,2.9293591799999996,0.0,2.9293591799999996,0.0,2.9293591799999996
Kenya,3.8266273600000007,3.8266273600000007,0.0,3.8266273600000007,0.0,3.8266273600000007
Kenya,3.848281,3.848281,0.0,3.848281,0.0,3.848281
Kenya,18.2692436,18.2692436,0.0,18.2692436,0.0,18.2692436
Kenya,22.644608490000003,22.644608490000003,0.0,22.644608490000003,0.0,22.644608490000003
Kenya,29.634101400000002,29.634101400000002,0.0,29.634101400000002,0.0,29.634101400000002
Kenya,36.088919159,36.088919159,0.0,36.088919159,0.0,36.088919159
Kenya,234.58507539099998,234.58507539099998,0.0,0.0,234.58507539099998,234.58507539099998
Kenya,298.04578502239997,298.04578502239997,0.0,298.04578502239997,0.0,298.04578502239997
Kiribati,0.0,0.11597099999999999,0.11597099999999999,0.0,0.0,0.11597099999999999
Kiribati,0.0,3.0286478299999997,3.0286478299999997,0.0,0.0,3.0286478299999997
Kiribati,0.0298797,0.0298797,0.0,0.0298797,0.0,0.0298797
Kiribati,0.18474399999999988,0.18474399999999988,0.0,0.18474399999999988,0.0,0.18474399999999988
Kiribati,0.2871523999999999,0.2871523999999999,0.0,0.2871523999999999,0.0,0.2871523999999999
Kiribati,1.4548155999999999,1.4548155999999999,0.0,1.4548155999999999,0.0,1.4548155999999999
Kiribati,2.0332719,2.0332719,0.0,0.0,2.0332719,2.0332719
Kosovo,0.0,0.04413,0.04413,0.0,0.0,0.04413
Kosovo,0.0,12.068241983999998,12.068241983999998,0.0,0.0,12.068241983999998
Kosovo,0.0,13.1736306944,13.1736306944,0.0,0.0,13.1736306944
Kosovo,0.0258132,0.0258132,0.0,0.0258132,0.0,0.0258132
Kosovo,0.2245741,0.2245741,0.0,0.2245741,0.0,0.2245741
Kosovo,0.6713279999999999,0.6713279999999999,0.0,0.6713279999999999,0.0,0.6713279999999999
Kosovo,2.586837939,2.586837939,0.0,0.0,2.586837939,2.586837939
Kosovo,3.4021121,3.4021121,0.0,3.4021121,0.0,3.4021121
Kosovo,11.34409272,11.34409272,0.0,11.34409272,0.0,11.34409272
Kyrgyzstan,0.0,0.008959347,0.008959347,0.0,0.0,0.008959347
Kyrgyzstan,0.0,2.513999746999999,2.513999746999999,0.0,0.0,2.513999746999999
Kyrgyzstan,0.0,3.1687215799999997,3.1687215799999997,0.0,0.0,3.1687215799999997
Kyrgyzstan,0.0,14.1943821,14.1943821,0.0,0.0,14.1943821
Kyrgyzstan,0.16226471999999997,0.16226471999999997,0.0,0.16226471999999997,0.0,0.16226471999999997
Kyrgyzstan,0.1835227699999999,0.1835227699999999,0.0,0.1835227699999999,0.0,0.1835227699999999
Kyrgyzstan,0.7471770000000001,0.7471770000000001,0.0,0.7471770000000001,0.0,0.7471770000000001
Kyrgyzstan,7.735909219999999,7.735909219999999,0.0,7.735909219999999,0.0,7.735909219999999
Kyrgyzstan,7.776466,7.776466,0.0,7.776466,0.0,7.776466
Kyrgyzstan,8.708019849,8.708019849,0.0,0.0,8.708019849,8.708019849
Lao People's Democratic Republic,0.0,1.4607933999999998,1.4607933999999998,0.0,0.0,1.4607933999999998
Lao People's Democratic Republic,0.0,5.95922269,5.95922269,0.0,0.0,5.95922269
Lao People's Democratic Republic,0.0,17.09307675,17.09307675,0.0,0.0,17.09307675
Lao People's Democratic Republic,0.0,17.63634079,17.63634079,0.0,0.0,17.63634079
Lao People's Democratic Republic,0.0120594999999999,0.0120594999999999,0.0,0.0120594999999999,0.0,0.0120594999999999
Lao People's Democratic Republic,0.10379727,0.10379727,0.0,0.10379727,0.0,0.10379727
Lao People's Democratic Republic,4.64440922,4.64440922,0.0,4.64440922,0.0,4.64440922
Lao People's Democratic Republic,8.7289122,8.7289122,0.0,8.7289122,0.0,8.7289122
Lao People's Democratic Republic,26.235133899999997,26.235133899999997,0.0,0.0,26.235133899999997,26.235133899999997
Lao People's Democratic Republic,38.707132200000004,38.707132200000004,0.0,38.707132200000004,0.0,38.707132200000004
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,0.0,0.0684585,0.0684585,0.0,0.0,0.0684585
Lebanon,0.0,4.8820985100000005,4.8820985100000005,0.0,0.0,4.8820985100000005
Lebanon,0.0,8.62754076,8.62754076,0.0,0.0,8.62754076
Lebanon,0.0,13.2064436,13.2064436,0.0,0.0,13.2064436
Lebanon,0.05,0.05,0.0,0.05,0.0,0.05
Lebanon,1.18022,1.18022,0.0,1.18022,0.0,1.18022
Lebanon,1.3609086799999996,1.3609086799999996,0.0,1.3609086799999996,0.0,1.3609086799999996
Lebanon,1.5244841449999997,1.5244841449999997,0.0,0.0,1.5244841449999997,1.5244841449999997
Lebanon,8.18386961,8.18386961,0.0,8.18386961,0.0,8.18386961
Lesotho,0.0,0.056991,0.056991,0.0,0.0,0.056991
Lesotho,0.0,0.0628712,0.0628712,0.0,0.0,0.0628712
Lesotho,0.13574916,0.13574916,0.0,0.13574916,0.0,0.13574916
Lesotho,0.36845099999999975,0.36845099999999975,0.0,0.36845099999999975,0.0,0.36845099999999975
Lesotho,11.370747300000001,11.370747300000001,0.0,0.0,11.370747300000001,11.370747300000001
Liberia,0.0,3.1573222000000003,3.1573222000000003,0.0,0.0,3.1573222000000003
