RecipientName,country_code,country_type,gdp,climate_class_number,climate_class,meta_category,no_projects,effective_funding,climate_funding
Algeria,DZA,UMICs,167430000000.0,2,Bioenergy,Mitigation,5,0.06780262,0.06780262
Algeria,DZA,UMICs,167430000000.0,3,Other-mitigation-projects,Mitigation,2,0.5321802,0.5321802
Algeria,DZA,UMICs,167430000000.0,4,Biodiversity,Environment,5,0.3511930199999999,0.0
Algeria,DZA,UMICs,167430000000.0,5,Geothermal-energy,Mitigation,1,0.0516556,0.0516556
Algeria,DZA,UMICs,167430000000.0,6,Nature_conservation,Environment,5,0.4554060999999998,0.0
Algeria,DZA,UMICs,167430000000.0,7,Other-environment-projects,Environment,21,5.154174680000001,0.0
Algeria,DZA,UMICs,167430000000.0,8,Sustainable-land-use,Environment,15,4.7480533629999995,0.0
Algeria,DZA,UMICs,167430000000.0,10,Renewables-multiple,Mitigation,2,1.48176,1.48176
Algeria,DZA,UMICs,167430000000.0,12,Energy-efficiency,Mitigation,4,0.0470661999999999,0.0470661999999999
Algeria,DZA,UMICs,167430000000.0,13,Wind-energy,Mitigation,1,0.0331126,0.0331126
Angola,AGO,LDCs,107086000000.0,0,Adaptation,Adaptation,7,1.1717279999999999,1.1717279999999999
Angola,AGO,LDCs,107086000000.0,1,Solar-energy,Mitigation,2,0.2557217,0.2557217
Angola,AGO,LDCs,107086000000.0,3,Other-mitigation-projects,Mitigation,2,0.00780148,0.00780148
Angola,AGO,LDCs,107086000000.0,6,Nature_conservation,Environment,2,0.0028737,0.0
Angola,AGO,LDCs,107086000000.0,7,Other-environment-projects,Environment,9,0.48295496999999976,0.0
Angola,AGO,LDCs,107086000000.0,8,Sustainable-land-use,Environment,14,1.9069648799999996,0.0
Angola,AGO,LDCs,107086000000.0,10,Renewables-multiple,Mitigation,9,0.57994713,0.57994713
Angola,AGO,LDCs,107086000000.0,11,Hydro-energy,Mitigation,2,0.13365025,0.13365025
Anguilla,AIA,Small Island Developing States,313000000.0,10,Renewables-multiple,Mitigation,1,0.0499481,0.0499481
Antigua and Barbuda,ATG,Small Island Developing States,1515917778.0,0,Adaptation,Adaptation,2,0.5227682,0.5227682
Antigua and Barbuda,ATG,Small Island Developing States,1515917778.0,4,Biodiversity,Environment,4,0.14029706,0.0
Antigua and Barbuda,ATG,Small Island Developing States,1515917778.0,6,Nature_conservation,Environment,1,0.0050203999999999,0.0
Antigua and Barbuda,ATG,Small Island Developing States,1515917778.0,7,Other-environment-projects,Environment,4,0.1782139999999998,0.0
Argentina,ARG,UMICs,552902000000.0,0,Adaptation,Adaptation,22,0.7593752999999996,0.7593752999999996
Argentina,ARG,UMICs,552902000000.0,1,Solar-energy,Mitigation,4,0.1997294,0.1997294
Argentina,ARG,UMICs,552902000000.0,2,Bioenergy,Mitigation,11,0.3324171899999997,0.3324171899999997
Argentina,ARG,UMICs,552902000000.0,3,Other-mitigation-projects,Mitigation,20,1.8937864109999998,1.8937864109999998
Argentina,ARG,UMICs,552902000000.0,4,Biodiversity,Environment,25,0.8582642509999996,0.0
Argentina,ARG,UMICs,552902000000.0,5,Geothermal-energy,Mitigation,2,0.02281207,0.02281207
Argentina,ARG,UMICs,552902000000.0,6,Nature_conservation,Environment,17,1.0701539699999996,0.0
Argentina,ARG,UMICs,552902000000.0,7,Other-environment-projects,Environment,45,2.179892282999999,0.0
Argentina,ARG,UMICs,552902000000.0,8,Sustainable-land-use,Environment,60,2.7373234996999987,0.0
Argentina,ARG,UMICs,552902000000.0,10,Renewables-multiple,Mitigation,5,0.2547576999999999,0.2547576999999999
Argentina,ARG,UMICs,552902000000.0,11,Hydro-energy,Mitigation,5,0.005800262,0.005800262
Argentina,ARG,UMICs,552902000000.0,12,Energy-efficiency,Mitigation,10,0.21931128999999988,0.21931128999999988
Argentina,ARG,UMICs,552902000000.0,13,Wind-energy,Mitigation,5,0.06781808,0.06781808
Armenia,ARM,LMICs,11751535093.0,0,Adaptation,Adaptation,4,1.38996,1.38996
Armenia,ARM,LMICs,11751535093.0,2,Bioenergy,Mitigation,2,0.21314472,0.21314472
Armenia,ARM,LMICs,11751535093.0,3,Other-mitigation-projects,Mitigation,1,-0.00857366,-0.00857366
Armenia,ARM,LMICs,11751535093.0,4,Biodiversity,Environment,4,1.2075367999999997,0.0
Armenia,ARM,LMICs,11751535093.0,6,Nature_conservation,Environment,4,0.9003041599999999,0.0
Armenia,ARM,LMICs,11751535093.0,7,Other-environment-projects,Environment,15,2.6440431,0.0
Armenia,ARM,LMICs,11751535093.0,8,Sustainable-land-use,Environment,5,0.3286635999999999,0.0
Armenia,ARM,LMICs,11751535093.0,10,Renewables-multiple,Mitigation,15,19.17039605,19.17039605
Armenia,ARM,LMICs,11751535093.0,11,Hydro-energy,Mitigation,5,0.8837119,0.8837119
Armenia,ARM,LMICs,11751535093.0,12,Energy-efficiency,Mitigation,9,11.7454176,11.7454176
Armenia,ARM,LMICs,11751535093.0,13,Wind-energy,Mitigation,2,0.3897050999999999,0.3897050999999999
Azerbaijan,AZE,UMICs,45393607318.0,3,Other-mitigation-projects,Mitigation,2,0.0581461199999999,0.0581461199999999
Azerbaijan,AZE,UMICs,45393607318.0,4,Biodiversity,Environment,3,0.38222199999999995,0.0
Azerbaijan,AZE,UMICs,45393607318.0,6,Nature_conservation,Environment,3,0.46435719,0.0
Azerbaijan,AZE,UMICs,45393607318.0,7,Other-environment-projects,Environment,12,1.1945283999999998,0.0
Azerbaijan,AZE,UMICs,45393607318.0,8,Sustainable-land-use,Environment,10,2.4440965,0.0
Azerbaijan,AZE,UMICs,45393607318.0,10,Renewables-multiple,Mitigation,4,1.147257,1.147257
Azerbaijan,AZE,UMICs,45393607318.0,12,Energy-efficiency,Mitigation,6,0.8621471599999998,0.8621471599999998
Bangladesh,BGD,LDCs,248563000000.0,0,Adaptation,Adaptation,116,128.96880643400002,128.96880643400002
Bangladesh,BGD,LDCs,248563000000.0,1,Solar-energy,Mitigation,9,15.4835112,15.4835112
Bangladesh,BGD,LDCs,248563000000.0,2,Bioenergy,Mitigation,3,5.08505,5.08505
Bangladesh,BGD,LDCs,248563000000.0,3,Other-mitigation-projects,Mitigation,8,1.1331137,1.1331137
Bangladesh,BGD,LDCs,248563000000.0,4,Biodiversity,Environment,17,12.0929394,0.0
Bangladesh,BGD,LDCs,248563000000.0,6,Nature_conservation,Environment,19,4.01656744,0.0
Bangladesh,BGD,LDCs,248563000000.0,7,Other-environment-projects,Environment,43,7.33064569,0.0
Bangladesh,BGD,LDCs,248563000000.0,8,Sustainable-land-use,Environment,48,11.849328530000001,0.0
Bangladesh,BGD,LDCs,248563000000.0,10,Renewables-multiple,Mitigation,17,11.98197291,11.98197291
Bangladesh,BGD,LDCs,248563000000.0,11,Hydro-energy,Mitigation,4,5.344812,5.344812
Bangladesh,BGD,LDCs,248563000000.0,12,Energy-efficiency,Mitigation,19,19.92143207,19.92143207
Barbados,BRB,Small Island Developing States,4963700000.0,0,Adaptation,Adaptation,3,0.00507506,0.00507506
Barbados,BRB,Small Island Developing States,4963700000.0,4,Biodiversity,Environment,1,0.00926641,0.0
Barbados,BRB,Small Island Developing States,4963700000.0,6,Nature_conservation,Environment,1,0.015444,0.0
Barbados,BRB,Small Island Developing States,4963700000.0,10,Renewables-multiple,Mitigation,1,0.0307938,0.0307938
Belarus,BLR,UMICs,56403141352.0,0,Adaptation,Adaptation,1,0.0237547,0.0237547
Belarus,BLR,UMICs,56403141352.0,3,Other-mitigation-projects,Mitigation,3,0.30712872999999996,0.30712872999999996
Belarus,BLR,UMICs,56403141352.0,6,Nature_conservation,Environment,8,1.2831757799999997,0.0
Belarus,BLR,UMICs,56403141352.0,7,Other-environment-projects,Environment,8,4.003073,0.0
Belarus,BLR,UMICs,56403141352.0,8,Sustainable-land-use,Environment,3,0.054048,0.0
Belarus,BLR,UMICs,56403141352.0,10,Renewables-multiple,Mitigation,1,0.00569993,0.00569993
Belarus,BLR,UMICs,56403141352.0,12,Energy-efficiency,Mitigation,12,1.4366673099999996,1.4366673099999996
Belize,BLZ,Small Island Developing States,1817262720.0,0,Adaptation,Adaptation,13,0.89873803,0.89873803
Belize,BLZ,Small Island Developing States,1817262720.0,1,Solar-energy,Mitigation,1,5.81126,5.81126
Belize,BLZ,Small Island Developing States,1817262720.0,4,Biodiversity,Environment,2,0.054970000000000005,0.0
Belize,BLZ,Small Island Developing States,1817262720.0,6,Nature_conservation,Environment,7,0.2116790351999997,0.0
Belize,BLZ,Small Island Developing States,1817262720.0,7,Other-environment-projects,Environment,6,0.05264092,0.0
Belize,BLZ,Small Island Developing States,1817262720.0,8,Sustainable-land-use,Environment,3,0.33387999999999995,0.0
Belize,BLZ,Small Island Developing States,1817262720.0,10,Renewables-multiple,Mitigation,3,0.0795660809999997,0.0795660809999997
Benin,BEN,LDCs,12910515819.0,0,Adaptation,Adaptation,27,4.6432004099999995,4.6432004099999995
Benin,BEN,LDCs,12910515819.0,1,Solar-energy,Mitigation,15,0.8438388599999997,0.8438388599999997
Benin,BEN,LDCs,12910515819.0,2,Bioenergy,Mitigation,3,0.4901405,0.4901405
Benin,BEN,LDCs,12910515819.0,3,Other-mitigation-projects,Mitigation,2,0.0040654,0.0040654
Benin,BEN,LDCs,12910515819.0,4,Biodiversity,Environment,11,0.4386198919999999,0.0
Benin,BEN,LDCs,12910515819.0,6,Nature_conservation,Environment,22,12.083471849999999,0.0
Benin,BEN,LDCs,12910515819.0,7,Other-environment-projects,Environment,75,7.4803644536,0.0
Benin,BEN,LDCs,12910515819.0,8,Sustainable-land-use,Environment,49,19.7811549593,0.0
Benin,BEN,LDCs,12910515819.0,10,Renewables-multiple,Mitigation,2,0.07089872,0.07089872
Benin,BEN,LDCs,12910515819.0,11,Hydro-energy,Mitigation,5,0.7455609999999998,0.7455609999999998
Bhutan,BTN,LDCs,2264902343.0,0,Adaptation,Adaptation,19,4.1322189,4.1322189
Bhutan,BTN,LDCs,2264902343.0,3,Other-mitigation-projects,Mitigation,1,0.0265694,0.0265694
Bhutan,BTN,LDCs,2264902343.0,4,Biodiversity,Environment,2,0.2664849999999999,0.0
Bhutan,BTN,LDCs,2264902343.0,6,Nature_conservation,Environment,6,2.7276833,0.0
Bhutan,BTN,LDCs,2264902343.0,7,Other-environment-projects,Environment,15,0.7572145999999997,0.0
Bhutan,BTN,LDCs,2264902343.0,8,Sustainable-land-use,Environment,9,1.03256169,0.0
Bhutan,BTN,LDCs,2264902343.0,10,Renewables-multiple,Mitigation,5,0.5949592999999999,0.5949592999999999
Bhutan,BTN,LDCs,2264902343.0,11,Hydro-energy,Mitigation,13,6.7835811,6.7835811
Bhutan,BTN,LDCs,2264902343.0,12,Energy-efficiency,Mitigation,2,0.0507387,0.0507387
Bolivia,BOL,LMICs,37126587467.0,0,Adaptation,Adaptation,105,38.998698421200004,38.998698421200004
Bolivia,BOL,LMICs,37126587467.0,1,Solar-energy,Mitigation,29,5.73945416,5.73945416
Bolivia,BOL,LMICs,37126587467.0,2,Bioenergy,Mitigation,6,0.24740877999999988,0.24740877999999988
Bolivia,BOL,LMICs,37126587467.0,3,Other-mitigation-projects,Mitigation,8,1.4648589300000001,1.4648589300000001
Bolivia,BOL,LMICs,37126587467.0,4,Biodiversity,Environment,58,33.742255732000004,0.0
Bolivia,BOL,LMICs,37126587467.0,5,Geothermal-energy,Mitigation,1,8.31748e-05,8.31748e-05
Bolivia,BOL,LMICs,37126587467.0,6,Nature_conservation,Environment,40,25.469456301999998,0.0
Bolivia,BOL,LMICs,37126587467.0,7,Other-environment-projects,Environment,171,22.896666978000003,0.0
Bolivia,BOL,LMICs,37126587467.0,8,Sustainable-land-use,Environment,259,32.850398916,0.0
Bolivia,BOL,LMICs,37126587467.0,10,Renewables-multiple,Mitigation,10,1.3023386999999997,1.3023386999999997
Bolivia,BOL,LMICs,37126587467.0,11,Hydro-energy,Mitigation,7,0.4365633999999998,0.4365633999999998
Bolivia,BOL,LMICs,37126587467.0,12,Energy-efficiency,Mitigation,7,1.1834659999999997,1.1834659999999997
Bolivia,BOL,LMICs,37126587467.0,13,Wind-energy,Mitigation,2,0.00710536,0.00710536
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,1,Solar-energy,Mitigation,1,0.0,0.0
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,2,Bioenergy,Mitigation,3,0.462952,0.462952
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,4,Biodiversity,Environment,4,0.5115430400000001,0.0
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,6,Nature_conservation,Environment,3,0.0981894999999999,0.0
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,7,Other-environment-projects,Environment,29,13.8028899033,0.0
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,8,Sustainable-land-use,Environment,11,1.37936345,0.0
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,10,Renewables-multiple,Mitigation,4,2.6631219999999995,2.6631219999999995
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,11,Hydro-energy,Mitigation,7,4.5395307,4.5395307
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,12,Energy-efficiency,Mitigation,8,2.09228874,2.09228874
Bosnia and Herzegovina,BIH,UMICs,18287267400.0,13,Wind-energy,Mitigation,3,0.673123,0.673123
Botswana,BWA,UMICs,16895247027.0,0,Adaptation,Adaptation,8,0.545983601,0.545983601
Botswana,BWA,UMICs,16895247027.0,1,Solar-energy,Mitigation,1,12.648,12.648
Botswana,BWA,UMICs,16895247027.0,3,Other-mitigation-projects,Mitigation,1,0.0009575569999999,0.0009575569999999
Botswana,BWA,UMICs,16895247027.0,4,Biodiversity,Environment,3,0.1509413999999999,0.0
Botswana,BWA,UMICs,16895247027.0,6,Nature_conservation,Environment,7,2.6035657,0.0
Botswana,BWA,UMICs,16895247027.0,8,Sustainable-land-use,Environment,4,0.68796358,0.0
Botswana,BWA,UMICs,16895247027.0,10,Renewables-multiple,Mitigation,1,0.38411,0.38411
Botswana,BWA,UMICs,16895247027.0,11,Hydro-energy,Mitigation,3,0.2096867,0.2096867
Botswana,BWA,UMICs,16895247027.0,12,Energy-efficiency,Mitigation,1,0.4452069999999999,0.4452069999999999
Brazil,BRA,UMICs,1877200000000.0,0,Adaptation,Adaptation,49,3.0203185079999995,3.0203185079999995
Brazil,BRA,UMICs,1877200000000.0,1,Solar-energy,Mitigation,24,4.086651299999999,4.086651299999999
Brazil,BRA,UMICs,1877200000000.0,2,Bioenergy,Mitigation,23,3.8116902599999998,3.8116902599999998
Brazil,BRA,UMICs,1877200000000.0,3,Other-mitigation-projects,Mitigation,72,73.73395539599997,73.73395539599997
Brazil,BRA,UMICs,1877200000000.0,4,Biodiversity,Environment,106,50.609176489999996,0.0
Brazil,BRA,UMICs,1877200000000.0,6,Nature_conservation,Environment,76,119.497608999,0.0
Brazil,BRA,UMICs,1877200000000.0,7,Other-environment-projects,Environment,196,28.189457549999997,0.0
Brazil,BRA,UMICs,1877200000000.0,8,Sustainable-land-use,Environment,183,42.94929544469999,0.0
Brazil,BRA,UMICs,1877200000000.0,10,Renewables-multiple,Mitigation,32,227.53391275000007,227.53391275000007
Brazil,BRA,UMICs,1877200000000.0,11,Hydro-energy,Mitigation,15,88.27789982000002,88.27789982000002
Brazil,BRA,UMICs,1877200000000.0,12,Energy-efficiency,Mitigation,14,1.4841669,1.4841669
Brazil,BRA,UMICs,1877200000000.0,13,Wind-energy,Mitigation,6,55.245385830000004,55.245385830000004
Burkina Faso,BFA,LDCs,14153973552.0,0,Adaptation,Adaptation,49,23.5574439771,23.5574439771
Burkina Faso,BFA,LDCs,14153973552.0,1,Solar-energy,Mitigation,25,5.051758599999999,5.051758599999999
Burkina Faso,BFA,LDCs,14153973552.0,2,Bioenergy,Mitigation,8,0.63758544,0.63758544
Burkina Faso,BFA,LDCs,14153973552.0,3,Other-mitigation-projects,Mitigation,1,0.000423943,0.000423943
Burkina Faso,BFA,LDCs,14153973552.0,4,Biodiversity,Environment,9,0.10477371,0.0
Burkina Faso,BFA,LDCs,14153973552.0,6,Nature_conservation,Environment,19,15.788178687999999,0.0
Burkina Faso,BFA,LDCs,14153973552.0,7,Other-environment-projects,Environment,44,2.4856872919999997,0.0
Burkina Faso,BFA,LDCs,14153973552.0,8,Sustainable-land-use,Environment,95,11.656196330999997,0.0
Burkina Faso,BFA,LDCs,14153973552.0,10,Renewables-multiple,Mitigation,2,0.52137962,0.52137962
Burkina Faso,BFA,LDCs,14153973552.0,11,Hydro-energy,Mitigation,3,0.1524457,0.1524457
Burundi,BDI,LDCs,3057118985.0,0,Adaptation,Adaptation,4,3.9664447,3.9664447
Burundi,BDI,LDCs,3057118985.0,1,Solar-energy,Mitigation,2,6.1771914,6.1771914
Burundi,BDI,LDCs,3057118985.0,2,Bioenergy,Mitigation,2,0.00419729,0.00419729
Burundi,BDI,LDCs,3057118985.0,6,Nature_conservation,Environment,1,0.0503966999999999,0.0
Burundi,BDI,LDCs,3057118985.0,7,Other-environment-projects,Environment,6,0.58759603,0.0
Burundi,BDI,LDCs,3057118985.0,8,Sustainable-land-use,Environment,14,2.8955059999999992,0.0
Burundi,BDI,LDCs,3057118985.0,10,Renewables-multiple,Mitigation,1,1.14015,1.14015
Burundi,BDI,LDCs,3057118985.0,11,Hydro-energy,Mitigation,1,0.0,0.0
Burundi,BDI,LDCs,3057118985.0,12,Energy-efficiency,Mitigation,1,0.0227892,0.0227892
Cabo Verde,CPV,Small Island Developing States,1795683047.0,0,Adaptation,Adaptation,6,3.5286728,3.5286728
Cabo Verde,CPV,Small Island Developing States,1795683047.0,1,Solar-energy,Mitigation,4,1.2443196,1.2443196
Cabo Verde,CPV,Small Island Developing States,1795683047.0,4,Biodiversity,Environment,3,0.3583889999999999,0.0
Cabo Verde,CPV,Small Island Developing States,1795683047.0,6,Nature_conservation,Environment,12,0.5660110999999999,0.0
Cabo Verde,CPV,Small Island Developing States,1795683047.0,7,Other-environment-projects,Environment,11,4.78424051,0.0
Cabo Verde,CPV,Small Island Developing States,1795683047.0,8,Sustainable-land-use,Environment,12,1.9068325399999997,0.0
Cabo Verde,CPV,Small Island Developing States,1795683047.0,10,Renewables-multiple,Mitigation,9,83.08685335999999,83.08685335999999
Cabo Verde,CPV,Small Island Developing States,1795683047.0,11,Hydro-energy,Mitigation,1,1.09934,1.09934
Cabo Verde,CPV,Small Island Developing States,1795683047.0,12,Energy-efficiency,Mitigation,1,0.085298,0.085298
Cabo Verde,CPV,Small Island Developing States,1795683047.0,13,Wind-energy,Mitigation,3,0.1560354999999999,0.1560354999999999
Cambodia,KHM,LDCs,22381009185.0,0,Adaptation,Adaptation,66,38.90846146,38.90846146
Cambodia,KHM,LDCs,22381009185.0,1,Solar-energy,Mitigation,5,10.557134999999999,10.557134999999999
Cambodia,KHM,LDCs,22381009185.0,2,Bioenergy,Mitigation,3,0.5508029999999999,0.5508029999999999
Cambodia,KHM,LDCs,22381009185.0,3,Other-mitigation-projects,Mitigation,8,3.6523487999999995,3.6523487999999995
Cambodia,KHM,LDCs,22381009185.0,4,Biodiversity,Environment,14,1.8557313,0.0
Cambodia,KHM,LDCs,22381009185.0,6,Nature_conservation,Environment,8,11.730843740000001,0.0
Cambodia,KHM,LDCs,22381009185.0,7,Other-environment-projects,Environment,28,22.62602277,0.0
Cambodia,KHM,LDCs,22381009185.0,8,Sustainable-land-use,Environment,37,16.828387056,0.0
Cambodia,KHM,LDCs,22381009185.0,10,Renewables-multiple,Mitigation,11,5.4744929,5.4744929
Cambodia,KHM,LDCs,22381009185.0,11,Hydro-energy,Mitigation,3,0.3203663,0.3203663
Cambodia,KHM,LDCs,22381009185.0,13,Wind-energy,Mitigation,3,0.0436147999999999,0.0436147999999999
Cameroon,CMR,LMICs,35207235376.0,0,Adaptation,Adaptation,14,3.0652203505999998,3.0652203505999998
Cameroon,CMR,LMICs,35207235376.0,1,Solar-energy,Mitigation,8,0.7495963999999998,0.7495963999999998
Cameroon,CMR,LMICs,35207235376.0,2,Bioenergy,Mitigation,6,0.6209918799999998,0.6209918799999998
Cameroon,CMR,LMICs,35207235376.0,3,Other-mitigation-projects,Mitigation,4,1.10910684,1.10910684
Cameroon,CMR,LMICs,35207235376.0,4,Biodiversity,Environment,32,8.154492343000001,0.0
Cameroon,CMR,LMICs,35207235376.0,5,Geothermal-energy,Mitigation,1,0.0540977,0.0540977
Cameroon,CMR,LMICs,35207235376.0,6,Nature_conservation,Environment,13,11.50119157,0.0
Cameroon,CMR,LMICs,35207235376.0,7,Other-environment-projects,Environment,36,1.7485039299999992,0.0
Cameroon,CMR,LMICs,35207235376.0,8,Sustainable-land-use,Environment,48,37.922017,0.0
Cameroon,CMR,LMICs,35207235376.0,10,Renewables-multiple,Mitigation,7,1.2883360000000001,1.2883360000000001
Cameroon,CMR,LMICs,35207235376.0,11,Hydro-energy,Mitigation,8,0.3821751,0.3821751
Cameroon,CMR,LMICs,35207235376.0,12,Energy-efficiency,Mitigation,1,0.125254,0.125254
Central African Republic,CAF,LDCs,2006896079.0,0,Adaptation,Adaptation,4,0.0370723305999999,0.0370723305999999
Central African Republic,CAF,LDCs,2006896079.0,3,Other-mitigation-projects,Mitigation,1,1.0919,1.0919
Central African Republic,CAF,LDCs,2006896079.0,6,Nature_conservation,Environment,1,0.00760467,0.0
Central African Republic,CAF,LDCs,2006896079.0,8,Sustainable-land-use,Environment,8,2.8325227,0.0
Central African Republic,CAF,LDCs,2006896079.0,11,Hydro-energy,Mitigation,1,0.0,0.0
Chad,TCD,LDCs,10720536841.0,0,Adaptation,Adaptation,16,3.96898173,3.96898173
Chad,TCD,LDCs,10720536841.0,1,Solar-energy,Mitigation,3,0.06414679999999989,0.06414679999999989
Chad,TCD,LDCs,10720536841.0,6,Nature_conservation,Environment,1,0.213333,0.0
Chad,TCD,LDCs,10720536841.0,7,Other-environment-projects,Environment,4,0.18199198900000002,0.0
Chad,TCD,LDCs,10720536841.0,8,Sustainable-land-use,Environment,25,6.370701564,0.0
Chad,TCD,LDCs,10720536841.0,10,Renewables-multiple,Mitigation,1,0.449871,0.449871
Chile,CHL,MADCTs,270396000000.0,0,Adaptation,Adaptation,33,4.186748768,4.186748768
Chile,CHL,MADCTs,270396000000.0,1,Solar-energy,Mitigation,7,0.0819222099999997,0.0819222099999997
Chile,CHL,MADCTs,270396000000.0,2,Bioenergy,Mitigation,7,1.01530923,1.01530923
Chile,CHL,MADCTs,270396000000.0,3,Other-mitigation-projects,Mitigation,20,2.844689624,2.844689624
Chile,CHL,MADCTs,270396000000.0,4,Biodiversity,Environment,18,0.275932961,0.0
Chile,CHL,MADCTs,270396000000.0,5,Geothermal-energy,Mitigation,5,0.06711953,0.06711953
Chile,CHL,MADCTs,270396000000.0,6,Nature_conservation,Environment,26,0.6627995689999997,0.0
Chile,CHL,MADCTs,270396000000.0,7,Other-environment-projects,Environment,57,6.140228989999999,0.0
Chile,CHL,MADCTs,270396000000.0,8,Sustainable-land-use,Environment,46,1.9971444119999993,0.0
Chile,CHL,MADCTs,270396000000.0,9,Marine-energy,Mitigation,3,0.24097739999999981,0.24097739999999981
Chile,CHL,MADCTs,270396000000.0,10,Renewables-multiple,Mitigation,24,81.93827412000002,81.93827412000002
Chile,CHL,MADCTs,270396000000.0,11,Hydro-energy,Mitigation,2,0.0247330999999999,0.0247330999999999
Chile,CHL,MADCTs,270396000000.0,12,Energy-efficiency,Mitigation,11,1.9398037699999997,1.9398037699999997
Chile,CHL,MADCTs,270396000000.0,13,Wind-energy,Mitigation,2,0.02738446,0.02738446
China (People's Republic of),CHN,UMICs,12568600000000.0,0,Adaptation,Adaptation,162,45.251142461,45.251142461
China (People's Republic of),CHN,UMICs,12568600000000.0,1,Solar-energy,Mitigation,16,21.5328017,21.5328017
China (People's Republic of),CHN,UMICs,12568600000000.0,2,Bioenergy,Mitigation,35,7.7504672999999995,7.7504672999999995
China (People's Republic of),CHN,UMICs,12568600000000.0,3,Other-mitigation-projects,Mitigation,268,85.63930849030001,85.63930849030001
China (People's Republic of),CHN,UMICs,12568600000000.0,4,Biodiversity,Environment,45,9.298947165,0.0
China (People's Republic of),CHN,UMICs,12568600000000.0,5,Geothermal-energy,Mitigation,2,0.4227959999999999,0.4227959999999999
China (People's Republic of),CHN,UMICs,12568600000000.0,6,Nature_conservation,Environment,128,186.28695270000003,0.0
China (People's Republic of),CHN,UMICs,12568600000000.0,7,Other-environment-projects,Environment,477,827.9190659700002,0.0
China (People's Republic of),CHN,UMICs,12568600000000.0,8,Sustainable-land-use,Environment,147,27.21286086,0.0
China (People's Republic of),CHN,UMICs,12568600000000.0,9,Marine-energy,Mitigation,7,0.57637877,0.57637877
China (People's Republic of),CHN,UMICs,12568600000000.0,10,Renewables-multiple,Mitigation,85,226.59173506999997,226.59173506999997
China (People's Republic of),CHN,UMICs,12568600000000.0,11,Hydro-energy,Mitigation,87,94.45374269999999,94.45374269999999
China (People's Republic of),CHN,UMICs,12568600000000.0,12,Energy-efficiency,Mitigation,74,112.42824115,112.42824115
China (People's Republic of),CHN,UMICs,12568600000000.0,13,Wind-energy,Mitigation,47,7.54256102,7.54256102
Colombia,COL,UMICs,309113000000.0,0,Adaptation,Adaptation,28,27.219790418000002,27.219790418000002
Colombia,COL,UMICs,309113000000.0,1,Solar-energy,Mitigation,7,0.1649455799999999,0.1649455799999999
Colombia,COL,UMICs,309113000000.0,2,Bioenergy,Mitigation,3,0.7583873,0.7583873
