DonorName,country_code,gdp,climate_class_number,climate_class,meta_category,no_projects,effective_funding,climate_funding
France,FRA,2601610000000.0,6,Nature_conservation,Environment,286,115.55035730000002,0.0
France,FRA,2601610000000.0,7,Other-environment-projects,Environment,314,124.61148208899999,0.0
France,FRA,2601610000000.0,8,Sustainable-land-use,Environment,261,234.06067780360002,0.0
France,FRA,2601610000000.0,10,Renewables-multiple,Mitigation,39,85.01174681999998,85.01174681999998
France,FRA,2601610000000.0,11,Hydro-energy,Mitigation,175,68.91488614000001,68.91488614000001
France,FRA,2601610000000.0,12,Energy-efficiency,Mitigation,43,11.691339549999999,11.691339549999999
France,FRA,2601610000000.0,13,Wind-energy,Mitigation,4,62.0249,62.0249
Germany,DEU,3657660000000.0,0,Adaptation,Adaptation,243,62.38091818000001,62.38091818000001
Germany,DEU,3657660000000.0,1,Solar-energy,Mitigation,188,74.15409754000001,74.15409754000001
Germany,DEU,3657660000000.0,2,Bioenergy,Mitigation,192,49.15919602999999,49.15919602999999
Germany,DEU,3657660000000.0,3,Other-mitigation-projects,Mitigation,198,124.11128613999998,124.11128613999998
Germany,DEU,3657660000000.0,4,Biodiversity,Environment,479,123.80211804999999,0.0
Germany,DEU,3657660000000.0,5,Geothermal-energy,Mitigation,30,15.6096875,15.6096875
Germany,DEU,3657660000000.0,6,Nature_conservation,Environment,805,300.9014024106,0.0
Germany,DEU,3657660000000.0,7,Other-environment-projects,Environment,1258,410.12641954599997,0.0
Germany,DEU,3657660000000.0,8,Sustainable-land-use,Environment,2112,482.05570204720016,0.0
Germany,DEU,3657660000000.0,9,Marine-energy,Mitigation,1,0.0232837,0.0232837
Germany,DEU,3657660000000.0,10,Renewables-multiple,Mitigation,633,444.70917791,444.70917791
Germany,DEU,3657660000000.0,11,Hydro-energy,Mitigation,253,362.38863728200005,362.38863728200005
Germany,DEU,3657660000000.0,12,Energy-efficiency,Mitigation,188,245.44813886999998,245.44813886999998
Germany,DEU,3657660000000.0,13,Wind-energy,Mitigation,149,410.73978925000006,410.73978925000006
Greece,GRC,204678000000.0,0,Adaptation,Adaptation,75,8.00776110999999,8.00776110999999
Greece,GRC,204678000000.0,1,Solar-energy,Mitigation,8,1.0847346,1.0847346
Greece,GRC,204678000000.0,3,Other-mitigation-projects,Mitigation,9,0.1643225999999998,0.1643225999999998
Greece,GRC,204678000000.0,4,Biodiversity,Environment,6,0.6281436999999999,0.0
Greece,GRC,204678000000.0,6,Nature_conservation,Environment,76,4.158721399999997,0.0
Greece,GRC,204678000000.0,7,Other-environment-projects,Environment,72,4.061698779999999,0.0
Greece,GRC,204678000000.0,8,Sustainable-land-use,Environment,71,1.980402999999999,0.0
Greece,GRC,204678000000.0,10,Renewables-multiple,Mitigation,13,3.4697880000000003,3.4697880000000003
Greece,GRC,204678000000.0,12,Energy-efficiency,Mitigation,16,0.11296604,0.11296604
Ireland,IRL,339812000000.0,0,Adaptation,Adaptation,6,0.6122576199999998,0.6122576199999998
Ireland,IRL,339812000000.0,1,Solar-energy,Mitigation,5,0.1133535,0.1133535
Ireland,IRL,339812000000.0,2,Bioenergy,Mitigation,4,0.1978734999999998,0.1978734999999998
Ireland,IRL,339812000000.0,3,Other-mitigation-projects,Mitigation,1,0.010295,0.010295
Ireland,IRL,339812000000.0,6,Nature_conservation,Environment,11,2.63588,0.0
Ireland,IRL,339812000000.0,7,Other-environment-projects,Environment,26,2.82936206,0.0
Ireland,IRL,339812000000.0,8,Sustainable-land-use,Environment,14,3.7833644699999995,0.0
Ireland,IRL,339812000000.0,12,Energy-efficiency,Mitigation,1,0.0,0.0
Italy,ITA,1952100000000.0,0,Adaptation,Adaptation,36,16.95973351,16.95973351
Italy,ITA,1952100000000.0,1,Solar-energy,Mitigation,50,3.2292478699999996,3.2292478699999996
Italy,ITA,1952100000000.0,2,Bioenergy,Mitigation,16,3.9438643099999995,3.9438643099999995
Italy,ITA,1952100000000.0,3,Other-mitigation-projects,Mitigation,7,4.21990233,4.21990233
Italy,ITA,1952100000000.0,4,Biodiversity,Environment,73,6.287069409999999,0.0
Italy,ITA,1952100000000.0,5,Geothermal-energy,Mitigation,3,0.34983464,0.34983464
Italy,ITA,1952100000000.0,6,Nature_conservation,Environment,140,11.548847319299998,0.0
Italy,ITA,1952100000000.0,7,Other-environment-projects,Environment,313,47.83467780619999,0.0
Italy,ITA,1952100000000.0,8,Sustainable-land-use,Environment,317,54.85201609,0.0
Italy,ITA,1952100000000.0,9,Marine-energy,Mitigation,3,0.822533,0.822533
Italy,ITA,1952100000000.0,10,Renewables-multiple,Mitigation,27,11.090568020000001,11.090568020000001
Italy,ITA,1952100000000.0,11,Hydro-energy,Mitigation,42,194.418945179,194.418945179
Italy,ITA,1952100000000.0,12,Energy-efficiency,Mitigation,10,1.1943560899999999,1.1943560899999999
Italy,ITA,1952100000000.0,13,Wind-energy,Mitigation,2,0.0624563999999999,0.0624563999999999
Japan,JPN,4843090000000.0,0,Adaptation,Adaptation,11,463.49219,463.49219
Japan,JPN,4843090000000.0,1,Solar-energy,Mitigation,23,101.75767889999999,101.75767889999999
Japan,JPN,4843090000000.0,2,Bioenergy,Mitigation,2,0.641563,0.641563
Japan,JPN,4843090000000.0,3,Other-mitigation-projects,Mitigation,12,320.42452000000003,320.42452000000003
Japan,JPN,4843090000000.0,4,Biodiversity,Environment,88,61.475764641599994,0.0
Japan,JPN,4843090000000.0,5,Geothermal-energy,Mitigation,35,44.656113,44.656113
Japan,JPN,4843090000000.0,6,Nature_conservation,Environment,266,930.6922248969998,0.0
Japan,JPN,4843090000000.0,7,Other-environment-projects,Environment,329,1987.889602453,0.0
Japan,JPN,4843090000000.0,8,Sustainable-land-use,Environment,66,233.93033739999996,0.0
Japan,JPN,4843090000000.0,10,Renewables-multiple,Mitigation,172,538.6951678044,538.6951678044
Japan,JPN,4843090000000.0,11,Hydro-energy,Mitigation,290,1284.52042115,1284.52042115
Japan,JPN,4843090000000.0,12,Energy-efficiency,Mitigation,20,317.6632421,317.6632421
Japan,JPN,4843090000000.0,13,Wind-energy,Mitigation,22,106.6646409,106.6646409
Korea,KOR,1590550000000.0,0,Adaptation,Adaptation,14,4.712173,4.712173
Korea,KOR,1590550000000.0,1,Solar-energy,Mitigation,6,0.0934789999999999,0.0934789999999999
Korea,KOR,1590550000000.0,2,Bioenergy,Mitigation,7,3.372471,3.372471
Korea,KOR,1590550000000.0,3,Other-mitigation-projects,Mitigation,7,2.284336,2.284336
Korea,KOR,1590550000000.0,4,Biodiversity,Environment,35,3.405283,0.0
Korea,KOR,1590550000000.0,5,Geothermal-energy,Mitigation,3,0.02345,0.02345
Korea,KOR,1590550000000.0,6,Nature_conservation,Environment,39,9.374373,0.0
Korea,KOR,1590550000000.0,7,Other-environment-projects,Environment,135,9.744442999999999,0.0
Korea,KOR,1590550000000.0,8,Sustainable-land-use,Environment,25,4.999504,0.0
Korea,KOR,1590550000000.0,9,Marine-energy,Mitigation,1,0.049666,0.049666
Korea,KOR,1590550000000.0,10,Renewables-multiple,Mitigation,7,0.471966,0.471966
Korea,KOR,1590550000000.0,11,Hydro-energy,Mitigation,14,25.573566,25.573566
Korea,KOR,1590550000000.0,12,Energy-efficiency,Mitigation,4,0.0,0.0
Korea,KOR,1590550000000.0,13,Wind-energy,Mitigation,2,0.0,0.0
Luxembourg,LUX,64928552649.0,1,Solar-energy,Mitigation,3,0.24132107,0.24132107
Luxembourg,LUX,64928552649.0,3,Other-mitigation-projects,Mitigation,1,0.0270446,0.0270446
Luxembourg,LUX,64928552649.0,6,Nature_conservation,Environment,14,1.4036162,0.0
Luxembourg,LUX,64928552649.0,7,Other-environment-projects,Environment,10,1.2791493099999998,0.0
Luxembourg,LUX,64928552649.0,8,Sustainable-land-use,Environment,42,7.35960578,0.0
Luxembourg,LUX,64928552649.0,10,Renewables-multiple,Mitigation,1,0.4655899999999999,0.4655899999999999
Netherlands,NLD,841168000000.0,0,Adaptation,Adaptation,60,61.678721810000006,61.678721810000006
Netherlands,NLD,841168000000.0,1,Solar-energy,Mitigation,21,2.2646612999999998,2.2646612999999998
Netherlands,NLD,841168000000.0,2,Bioenergy,Mitigation,58,35.5225707,35.5225707
Netherlands,NLD,841168000000.0,3,Other-mitigation-projects,Mitigation,77,21.795908028,21.795908028
Netherlands,NLD,841168000000.0,4,Biodiversity,Environment,319,154.477454198,0.0
Netherlands,NLD,841168000000.0,5,Geothermal-energy,Mitigation,2,3.42571,3.42571
Netherlands,NLD,841168000000.0,6,Nature_conservation,Environment,372,184.32122281800005,0.0
Netherlands,NLD,841168000000.0,7,Other-environment-projects,Environment,606,223.298335104,0.0
Netherlands,NLD,841168000000.0,8,Sustainable-land-use,Environment,485,262.63045896399996,0.0
Netherlands,NLD,841168000000.0,10,Renewables-multiple,Mitigation,75,106.36417663,106.36417663
Netherlands,NLD,841168000000.0,11,Hydro-energy,Mitigation,22,16.1871733,16.1871733
Netherlands,NLD,841168000000.0,12,Energy-efficiency,Mitigation,32,29.9082512,29.9082512
Netherlands,NLD,841168000000.0,13,Wind-energy,Mitigation,10,0.12243221,0.12243221
New Zealand,NZL,197192000000.0,0,Adaptation,Adaptation,15,0.8507265739999997,0.8507265739999997
New Zealand,NZL,197192000000.0,2,Bioenergy,Mitigation,8,0.3575377999999996,0.3575377999999996
New Zealand,NZL,197192000000.0,3,Other-mitigation-projects,Mitigation,5,0.3949693,0.3949693
New Zealand,NZL,197192000000.0,4,Biodiversity,Environment,14,0.5428387999999997,0.0
New Zealand,NZL,197192000000.0,5,Geothermal-energy,Mitigation,4,0.0141817999999999,0.0141817999999999
New Zealand,NZL,197192000000.0,6,Nature_conservation,Environment,17,0.5561441999999996,0.0
New Zealand,NZL,197192000000.0,7,Other-environment-projects,Environment,22,0.8515662789999996,0.0
New Zealand,NZL,197192000000.0,8,Sustainable-land-use,Environment,47,6.837055049999999,0.0
New Zealand,NZL,197192000000.0,10,Renewables-multiple,Mitigation,5,0.1528197,0.1528197
New Zealand,NZL,197192000000.0,11,Hydro-energy,Mitigation,5,0.1973515,0.1973515
New Zealand,NZL,197192000000.0,13,Wind-energy,Mitigation,2,0.14889469999999988,0.14889469999999988
Norway,NOR,398104000000.0,0,Adaptation,Adaptation,203,110.24514208999999,110.24514208999999
Norway,NOR,398104000000.0,1,Solar-energy,Mitigation,62,36.41745679500001,36.41745679500001
Norway,NOR,398104000000.0,2,Bioenergy,Mitigation,45,3.2871139499999997,3.2871139499999997
Norway,NOR,398104000000.0,3,Other-mitigation-projects,Mitigation,160,141.07733037000003,141.07733037000003
Norway,NOR,398104000000.0,4,Biodiversity,Environment,272,57.44565153399999,0.0
Norway,NOR,398104000000.0,5,Geothermal-energy,Mitigation,3,0.00668232,0.00668232
Norway,NOR,398104000000.0,6,Nature_conservation,Environment,243,110.09883089699998,0.0
Norway,NOR,398104000000.0,7,Other-environment-projects,Environment,737,162.12880364675,0.0
Norway,NOR,398104000000.0,8,Sustainable-land-use,Environment,424,136.076877383,0.0
Norway,NOR,398104000000.0,9,Marine-energy,Mitigation,1,0.105129,0.105129
Norway,NOR,398104000000.0,10,Renewables-multiple,Mitigation,175,381.53220002099994,381.53220002099994
Norway,NOR,398104000000.0,11,Hydro-energy,Mitigation,231,58.35749762499999,58.35749762499999
Norway,NOR,398104000000.0,12,Energy-efficiency,Mitigation,89,17.693534529999997,17.693534529999997
Norway,NOR,398104000000.0,13,Wind-energy,Mitigation,7,0.2610731759999999,0.2610731759999999
Portugal,PRT,221184000000.0,0,Adaptation,Adaptation,26,2.7458484499999996,2.7458484499999996
Portugal,PRT,221184000000.0,1,Solar-energy,Mitigation,3,0.1368098599999999,0.1368098599999999
Portugal,PRT,221184000000.0,2,Bioenergy,Mitigation,2,0.1004334999999999,0.1004334999999999
Portugal,PRT,221184000000.0,3,Other-mitigation-projects,Mitigation,13,1.0401086999999993,1.0401086999999993
Portugal,PRT,221184000000.0,4,Biodiversity,Environment,38,1.8449475489999994,0.0
Portugal,PRT,221184000000.0,5,Geothermal-energy,Mitigation,8,0.1705446299999999,0.1705446299999999
Portugal,PRT,221184000000.0,6,Nature_conservation,Environment,35,2.4879276699999995,0.0
Portugal,PRT,221184000000.0,7,Other-environment-projects,Environment,47,2.0884447449999985,0.0
Portugal,PRT,221184000000.0,8,Sustainable-land-use,Environment,50,2.4344013759999994,0.0
Portugal,PRT,221184000000.0,10,Renewables-multiple,Mitigation,3,0.3010812,0.3010812
Portugal,PRT,221184000000.0,11,Hydro-energy,Mitigation,9,0.2342104799999999,0.2342104799999999
Portugal,PRT,221184000000.0,12,Energy-efficiency,Mitigation,1,0.0160607,0.0160607
Spain,ESP,1310720000000.0,0,Adaptation,Adaptation,178,166.764176351,166.764176351
Spain,ESP,1310720000000.0,1,Solar-energy,Mitigation,267,166.07306703599997,166.07306703599997
Spain,ESP,1310720000000.0,2,Bioenergy,Mitigation,48,2.197236499999999,2.197236499999999
Spain,ESP,1310720000000.0,3,Other-mitigation-projects,Mitigation,33,17.893595711999996,17.893595711999996
Spain,ESP,1310720000000.0,4,Biodiversity,Environment,234,37.32094104,0.0
Spain,ESP,1310720000000.0,5,Geothermal-energy,Mitigation,9,0.70845328,0.70845328
Spain,ESP,1310720000000.0,6,Nature_conservation,Environment,466,149.33106149299996,0.0
Spain,ESP,1310720000000.0,7,Other-environment-projects,Environment,925,196.84217860199996,0.0
Spain,ESP,1310720000000.0,8,Sustainable-land-use,Environment,818,121.83468836699998,0.0
Spain,ESP,1310720000000.0,9,Marine-energy,Mitigation,3,0.16242719999999988,0.16242719999999988
Spain,ESP,1310720000000.0,10,Renewables-multiple,Mitigation,131,38.266829900000005,38.266829900000005
Spain,ESP,1310720000000.0,11,Hydro-energy,Mitigation,72,10.4709884,10.4709884
Spain,ESP,1310720000000.0,12,Energy-efficiency,Mitigation,19,13.535819778,13.535819778
Spain,ESP,1310720000000.0,13,Wind-energy,Mitigation,79,264.892255405,264.892255405
Sweden,SWE,529613000000.0,0,Adaptation,Adaptation,151,75.139851021,75.139851021
Sweden,SWE,529613000000.0,1,Solar-energy,Mitigation,18,10.415445349999999,10.415445349999999
Sweden,SWE,529613000000.0,2,Bioenergy,Mitigation,10,0.4196170399999998,0.4196170399999998
Sweden,SWE,529613000000.0,3,Other-mitigation-projects,Mitigation,56,6.832933135999999,6.832933135999999
Sweden,SWE,529613000000.0,4,Biodiversity,Environment,30,8.298375944,0.0
Sweden,SWE,529613000000.0,6,Nature_conservation,Environment,132,30.06066722,0.0
Sweden,SWE,529613000000.0,7,Other-environment-projects,Environment,326,92.97868157,0.0
Sweden,SWE,529613000000.0,8,Sustainable-land-use,Environment,159,63.71147594199999,0.0
Sweden,SWE,529613000000.0,10,Renewables-multiple,Mitigation,45,13.214568315,13.214568315
Sweden,SWE,529613000000.0,11,Hydro-energy,Mitigation,85,22.360174155,22.360174155
Sweden,SWE,529613000000.0,12,Energy-efficiency,Mitigation,28,9.60919071,9.60919071
Sweden,SWE,529613000000.0,13,Wind-energy,Mitigation,14,1.63434692,1.63434692
Switzerland,CHE,687863000000.0,0,Adaptation,Adaptation,89,12.4793675571,12.4793675571
Switzerland,CHE,687863000000.0,1,Solar-energy,Mitigation,9,0.12074447000000002,0.12074447000000002
Switzerland,CHE,687863000000.0,2,Bioenergy,Mitigation,14,1.43666144,1.43666144
Switzerland,CHE,687863000000.0,3,Other-mitigation-projects,Mitigation,62,22.685878799,22.685878799
Switzerland,CHE,687863000000.0,4,Biodiversity,Environment,63,5.822133279999999,0.0
Switzerland,CHE,687863000000.0,6,Nature_conservation,Environment,180,19.1019293685,0.0
Switzerland,CHE,687863000000.0,7,Other-environment-projects,Environment,157,20.29498626,0.0
Switzerland,CHE,687863000000.0,8,Sustainable-land-use,Environment,303,46.94599077199999,0.0
Switzerland,CHE,687863000000.0,10,Renewables-multiple,Mitigation,53,17.335928249,17.335928249
Switzerland,CHE,687863000000.0,11,Hydro-energy,Mitigation,32,8.616784158,8.616784158
Switzerland,CHE,687863000000.0,12,Energy-efficiency,Mitigation,26,4.41881229,4.41881229
Switzerland,CHE,687863000000.0,13,Wind-energy,Mitigation,4,0.0,0.0
United Arab Emirates,ARE,388829000000.0,0,Adaptation,Adaptation,2,0.07,0.07
United Arab Emirates,ARE,388829000000.0,11,Hydro-energy,Mitigation,1,0.0,0.0
United Kingdom,GBR,2795380000000.0,0,Adaptation,Adaptation,467,168.301238581,168.301238581
United Kingdom,GBR,2795380000000.0,1,Solar-energy,Mitigation,8,0.24209433,0.24209433
United Kingdom,GBR,2795380000000.0,2,Bioenergy,Mitigation,20,1.4180335429999995,1.4180335429999995
United Kingdom,GBR,2795380000000.0,3,Other-mitigation-projects,Mitigation,179,193.534440899,193.534440899
United Kingdom,GBR,2795380000000.0,4,Biodiversity,Environment,156,21.545145725999998,0.0
United Kingdom,GBR,2795380000000.0,5,Geothermal-energy,Mitigation,21,2.696838219999999,2.696838219999999
United Kingdom,GBR,2795380000000.0,6,Nature_conservation,Environment,213,46.70949612,0.0
United Kingdom,GBR,2795380000000.0,7,Other-environment-projects,Environment,519,225.8130616203,0.0
United Kingdom,GBR,2795380000000.0,8,Sustainable-land-use,Environment,719,276.6615959317,0.0
United Kingdom,GBR,2795380000000.0,9,Marine-energy,Mitigation,1,0.0119494,0.0119494
United Kingdom,GBR,2795380000000.0,10,Renewables-multiple,Mitigation,75,16.96353308,16.96353308
United Kingdom,GBR,2795380000000.0,11,Hydro-energy,Mitigation,59,4.341956779999999,4.341956779999999
United Kingdom,GBR,2795380000000.0,12,Energy-efficiency,Mitigation,62,13.56060672,13.56060672
United Kingdom,GBR,2795380000000.0,13,Wind-energy,Mitigation,15,1.06269138,1.06269138
United States,USA,19663100000000.0,0,Adaptation,Adaptation,46,7.923953999999999,7.923953999999999
United States,USA,19663100000000.0,1,Solar-energy,Mitigation,33,7.472481,7.472481
United States,USA,19663100000000.0,2,Bioenergy,Mitigation,33,0.7562059999999999,0.7562059999999999
United States,USA,19663100000000.0,3,Other-mitigation-projects,Mitigation,212,173.63289199999997,173.63289199999997
United States,USA,19663100000000.0,4,Biodiversity,Environment,1881,380.51551600000016,0.0
United States,USA,19663100000000.0,5,Geothermal-energy,Mitigation,39,3.021394999999999,3.021394999999999
United States,USA,19663100000000.0,6,Nature_conservation,Environment,530,185.009118,0.0
United States,USA,19663100000000.0,7,Other-environment-projects,Environment,1519,444.92918699999996,0.0
United States,USA,19663100000000.0,8,Sustainable-land-use,Environment,781,330.52598599999993,0.0
United States,USA,19663100000000.0,10,Renewables-multiple,Mitigation,360,179.36542300000002,179.36542300000002
United States,USA,19663100000000.0,11,Hydro-energy,Mitigation,145,20.114058,20.114058
United States,USA,19663100000000.0,12,Energy-efficiency,Mitigation,400,326.4054829999999,326.4054829999999
United States,USA,19663100000000.0,13,Wind-energy,Mitigation,16,0.6400799999999999,0.6400799999999999
